,false_positives,false_negatives,true_positives,gamma
182,4674.0,75.0,3925.0,0.15430384691835647
183,4646.0,80.0,3920.0,0.15863565335085897
184,4608.0,85.0,3915.0,0.16308906755493327
185,4581.0,88.0,3912.0,0.16766750345276993
186,4557.0,92.0,3908.0,0.17237447080636198
187,4520.0,95.0,3905.0,0.17721357790803585
188,4485.0,100.0,3900.0,0.18218853434651672
189,4448.0,105.0,3895.0,0.18730315385064367
190,4414.0,106.0,3894.0,0.19256135721291986
191,4378.0,112.0,3888.0,0.19796717529513327
192,4349.0,116.0,3884.0,0.20352475211835777
193,4313.0,124.0,3876.0,0.2092383480396977
194,4277.0,128.0,3872.0,0.21511234301821672
195,4249.0,132.0,3868.0,0.22115123997254887
196,4205.0,140.0,3860.0,0.22735966823277176
197,4160.0,142.0,3858.0,0.2337423870891815
198,4117.0,150.0,3850.0,0.24030428944069696
199,4070.0,161.0,3839.0,0.24705040554568256
200,4029.0,167.0,3833.0,0.25398590687807265
201,3975.0,175.0,3825.0,0.26111611009174596
202,3933.0,184.0,3816.0,0.26844648109619623
203,3884.0,191.0,3809.0,0.27598263924661803
204,3842.0,198.0,3802.0,0.28373036165162113
205,3807.0,203.0,3797.0,0.2916955876018796
206,3763.0,211.0,3789.0,0.29988442312310276
207,3725.0,220.0,3780.0,0.3083031456568277
208,3676.0,230.0,3770.0,0.3169582088726115
209,3638.0,243.0,3757.0,0.32585624761532267
210,3602.0,252.0,3748.0,0.3350040829913133
211,3563.0,255.0,3745.0,0.34440872759738234
212,3521.0,263.0,3737.0,0.35407739089652696
213,3463.0,272.0,3728.0,0.36401748474461415
214,3421.0,284.0,3716.0,0.37423662907219807
215,3379.0,292.0,3708.0,0.3847426577258506
216,3336.0,298.0,3702.0,0.39554362447347013
217,3291.0,310.0,3690.0,0.4066478091781858
218,3245.0,323.0,3677.0,0.4180637241455758
219,3194.0,335.0,3665.0,0.42980012064907985
220,3147.0,351.0,3649.0,0.44186599563859413
221,3106.0,362.0,3638.0,0.45427059863740427
222,3064.0,370.0,3630.0,0.4670234388327335
223,3009.0,389.0,3611.0,0.480134292365345
224,2946.0,401.0,3599.0,0.4936132098237917
225,2896.0,417.0,3583.0,0.5074705239490466
226,2853.0,428.0,3572.0,0.521716857555435
227,2797.0,443.0,3557.0,0.536363131673924
228,2738.0,465.0,3535.0,0.5514205739240302
229,2675.0,486.0,3514.0,0.5669007271207434
230,2626.0,501.0,3499.0,0.5828154581230846
231,2582.0,517.0,3483.0,0.5991769669310619
232,2537.0,537.0,3463.0,0.6159977960380169
233,2495.0,559.0,3441.0,0.6332908400455115
234,2458.0,581.0,3419.0,0.6510693555481462
235,2408.0,603.0,3397.0,0.6693469712958661
236,2370.0,623.0,3377.0,0.688137698641567
237,2314.0,643.0,3357.0,0.7074559422819878
238,2266.0,664.0,3336.0,0.7273165113001454
239,2224.0,703.0,3297.0,0.7477346305177588
240,2161.0,728.0,3272.0,0.7687259521663729
241,2110.0,759.0,3241.0,0.7903065678861348
242,2065.0,790.0,3210.0,0.8124930210614048
243,2018.0,817.0,3183.0,0.8353023195026779
244,1970.0,844.0,3156.0,0.8587519484845171
245,1915.0,884.0,3116.0,0.882859884149515
246,1866.0,923.0,3077.0,0.9076446072885357
247,1800.0,955.0,3045.0,0.933125117507825
248,1736.0,989.0,3011.0,0.9593209477938242
249,1664.0,1033.0,2967.0,0.9862521794868784
250,1588.0,1097.0,2903.0,1.0139394576752918
251,1520.0,1144.0,2856.0,1.0424040070215568
252,1471.0,1188.0,2812.0,1.0716676480328633
253,1425.0,1226.0,2774.0,1.1017528137883874
254,1378.0,1257.0,2743.0,1.1326825671361538
255,1325.0,1296.0,2704.0,1.1644806183726866
256,1283.0,1332.0,2668.0,1.1971713434189668
257,1238.0,1371.0,2629.0,1.2307798025066645
258,1200.0,1418.0,2582.0,1.2653317593889428
259,1155.0,1462.0,2538.0,1.3008537010905705
260,1107.0,1491.0,2509.0,1.3373728582124964
261,1058.0,1521.0,2479.0,1.374917225806419
262,1023.0,1550.0,2450.0,1.4135155848353957
263,996.0,1581.0,2419.0,1.4531975242368953
264,960.0,1615.0,2385.0,1.4939934636052576
265,923.0,1654.0,2346.0,1.535934676510897
266,887.0,1691.0,2309.0,1.5790533144741759
267,852.0,1722.0,2278.0,1.6233824316122782
268,828.0,1746.0,2254.0,1.6689560099780247
269,793.0,1777.0,2223.0,1.7158089856100047
270,763.0,1824.0,2176.0,1.7639772753140452
271,734.0,1863.0,2137.0,1.8134978041964953
272,710.0,1898.0,2102.0,1.8644085339704872
273,684.0,1925.0,2075.0,1.916748492056815
274,659.0,1954.0,2046.0,1.9705578015018004
275,639.0,1976.0,2024.0,2.025877711735017
276,616.0,2004.0,1996.0,2.0827506301905143
277,584.0,2027.0,1973.0,2.1412201548157292
278,566.0,2055.0,1945.0,2.20133110749303
279,545.0,2089.0,1911.0,2.26312956839953
280,522.0,2127.0,1873.0,2.326662911331458
281,500.0,2162.0,1838.0,2.3919798400202397
282,481.0,2191.0,1809.0,2.459130425468044
283,463.0,2228.0,1772.0,2.5281661443315007
284,448.0,2258.0,1742.0,2.599139918382933
285,435.0,2286.0,1714.0,2.6721061550794354
286,413.0,2321.0,1679.0,2.7471207892708116
287,402.0,2346.0,1654.0,2.8242413260784356
288,384.0,2380.0,1620.0,2.903526884977814
289,365.0,2402.0,1598.0,2.9850382451187323
290,347.0,2423.0,1577.0,3.0688378919176422
291,336.0,2450.0,1550.0,3.1549900649580884
292,322.0,2474.0,1526.0,3.2435608072358115
293,301.0,2507.0,1493.0,3.3346180157863627
294,286.0,2532.0,1468.0,3.428231493733971
295,274.0,2558.0,1442.0,3.5244730038015843
296,263.0,2579.0,1421.0,3.62341632332315
297,258.0,2610.0,1390.0,3.7251373008002098
298,251.0,2632.0,1368.0,3.829713914046281
299,240.0,2659.0,1341.0,3.937226329963479
300,232.0,2683.0,1317.0,4.047756965997322
301,225.0,2708.0,1292.0,4.161390553316707
302,213.0,2733.0,1267.0,4.278214201767617
303,205.0,2755.0,1245.0,4.398317466650224
304,192.0,2778.0,1222.0,4.521792417370702
305,181.0,2801.0,1199.0,4.648733708020257
306,175.0,2834.0,1166.0,4.7792386499356
307,162.0,2854.0,1146.0,4.913407286296362
308,156.0,2880.0,1120.0,5.051342468816767
309,150.0,2909.0,1091.0,5.1931499365902125
310,143.0,2938.0,1062.0,5.338938397147356
311,139.0,2962.0,1038.0,5.4888196097896715
312,131.0,2981.0,1019.0,5.642908471262537
313,126.0,3001.0,999.0,5.801323103833378
314,124.0,3025.0,975.0,5.96418494584246
315,117.0,3056.0,944.0,6.131618844795775
316,114.0,3082.0,918.0,6.303753153071275
317,111.0,3104.0,896.0,6.4807198263119705
318,104.0,3120.0,880.0,6.66265452458115
319,97.0,3145.0,855.0,6.849696716357447
320,93.0,3168.0,832.0,7.041989785449289
321,86.0,3192.0,808.0,7.239681140910877
322,84.0,3215.0,785.0,7.442922330043758
323,82.0,3239.0,761.0,7.651869154570825
324,79.0,3264.0,736.0,7.866681790071582
325,73.0,3283.0,717.0,8.087524908770456
326,70.0,3303.0,697.0,8.314567805772064
327,67.0,3312.0,688.0,8.547984528840415
328,64.0,3333.0,667.0,8.78795401182132
329,61.0,3355.0,645.0,9.034660211810534
330,57.0,3376.0,624.0,9.2882922501725
331,52.0,3395.0,605.0,9.549044557518078
332,50.0,3418.0,582.0,9.817117022752193
333,48.0,3438.0,562.0,10.092715146305718
334,43.0,3452.0,548.0,10.376050197669118
335,40.0,3465.0,535.0,10.66733937734857
336,39.0,3482.0,518.0,10.966805983368674
337,37.0,3499.0,501.0,11.274679582449473
338,36.0,3506.0,494.0,11.591196185988856
339,32.0,3518.0,482.0,11.916598430985587
340,27.0,3532.0,468.0,12.251135766041177
341,25.0,3543.0,457.0,12.595064642583589
342,24.0,3562.0,438.0,12.948648711459048
343,21.0,3570.0,430.0,13.312159025043076
344,19.0,3582.0,418.0,13.685874245025177
345,19.0,3595.0,405.0,14.070080856026864
346,16.0,3610.0,390.0,14.46507338521647
347,16.0,3616.0,384.0,14.871154628089538
348,14.0,3623.0,377.0,15.288635880587295
349,12.0,3635.0,365.0,15.717837177731612
350,11.0,3654.0,346.0,16.15908753895919
351,11.0,3667.0,333.0,16.61272522034293
352,11.0,3677.0,323.0,17.079097973894267
353,10.0,3690.0,310.0,17.55856331414467
354,9.0,3696.0,304.0,18.0514887922111
355,9.0,3703.0,297.0,18.558252277555187
356,9.0,3716.0,284.0,19.07924224765265
357,9.0,3726.0,274.0,19.614858085794292
358,9.0,3737.0,263.0,20.165510387247487
359,9.0,3749.0,251.0,20.731621274012312
360,7.0,3755.0,245.0,21.313624718414378
361,7.0,3764.0,236.0,21.911966875781474
362,6.0,3774.0,226.0,22.527106426459827
363,5.0,3783.0,217.0,23.159514927431545
364,5.0,3792.0,208.0,23.809677173803582
365,4.0,3799.0,201.0,24.478091570444402
366,3.0,3809.0,191.0,25.16527051405389
367,2.0,3816.0,184.0,25.87174078595924
368,1.0,3824.0,176.0,26.598043955937584
369,1.0,3831.0,169.0,27.3447367973758
370,0.0,3833.0,167.0,28.112391714084612
371,0.0,3842.0,158.0,28.901597179095116
372,0.0,3846.0,154.0,29.712958185773342
373,0.0,3853.0,147.0,30.547096711599682
374,0.0,3859.0,141.0,31.40465219496749
375,0.0,3868.0,132.0,32.286282025367335
376,0.0,3875.0,125.0,33.1926620473319
377,0.0,3885.0,115.0,34.124487078528894
378,0.0,3892.0,108.0,35.08247144239789
379,0.0,3895.0,105.0,36.06734951574032
380,0.0,3900.0,100.0,37.07987629168173
381,0.0,3903.0,97.0,38.12082795843888
382,0.0,3909.0,91.0,39.19100249433402
383,0.0,3912.0,88.0,40.29122027951352
384,0.0,3914.0,86.0,41.42232472483898
385,0.0,3919.0,81.0,42.58518291843414
386,0.0,3921.0,79.0,43.78068629038167
387,0.0,3923.0,77.0,45.00975129608042
388,0.0,3927.0,73.0,46.273320118786934
389,0.0,3929.0,71.0,47.57236139187889
390,0.0,3932.0,68.0,48.9078709413959
391,0.0,3940.0,60.0,50.28087254942475
392,0.0,3941.0,59.0,51.69241873891604
393,0.0,3945.0,55.0,53.143591580532416
394,0.0,3948.0,52.0,54.63550352214876
395,0.0,3948.0,52.0,56.16929824163804
396,0.0,3948.0,52.0,57.74615152359826
397,0.0,3949.0,51.0,59.367272160691265
398,0.0,3951.0,49.0,61.03390288028621
399,0.0,3956.0,44.0,62.74732129711575
400,0.0,3956.0,44.0,64.508840892677
401,0.0,3958.0,42.0,66.31981202212675
402,0.0,3959.0,41.0,68.18162294944479
403,0.0,3960.0,40.0,70.09570091165618
404,0.0,3961.0,39.0,72.06351321293045
405,0.0,3963.0,37.0,74.08656834939568
406,0.0,3967.0,33.0,76.16641716552891
407,0.0,3970.0,30.0,78.30465404301182
408,0.0,3970.0,30.0,80.50291812295973
409,0.0,3973.0,27.0,82.76289456246352
410,0.0,3973.0,27.0,85.08631582640582
411,0.0,3976.0,24.0,87.47496301554415
412,0.0,3976.0,24.0,89.93066723187614
413,0.0,3979.0,21.0,92.4553109823358
414,0.0,3980.0,20.0,95.05082962189512
415,0.0,3983.0,17.0,97.71921283717997
416,0.0,3984.0,16.0,100.46250617173403
417,0.0,3984.0,16.0,103.28281259410296
418,0.0,3984.0,16.0,106.18229410993847
419,0.0,3985.0,15.0,109.16317341936147
420,0.0,3986.0,14.0,112.22773562085071
421,0.0,3987.0,13.0,115.37832996296596
422,0.0,3988.0,12.0,118.61737164524791
423,0.0,3989.0,11.0,121.94734366967383
424,0.0,3989.0,11.0,125.37079874409197
425,0.0,3990.0,10.0,128.89036123908915
426,0.0,3991.0,9.0,132.5087291997954
427,0.0,3992.0,8.0,136.22867641416468
428,0.0,3993.0,7.0,140.05305453932198
429,0.0,3993.0,7.0,143.98479528760066
430,0.0,3993.0,7.0,148.02691267395102
431,0.0,3994.0,6.0,152.1825053264387
432,0.0,3995.0,5.0,156.45475886160958
433,0.0,3995.0,5.0,160.8469483265355
434,0.0,3996.0,4.0,165.36244070941822
435,0.0,3996.0,4.0,170.0046975206718
436,0.0,3996.0,4.0,174.77727744646808
437,0.0,3997.0,3.0,179.68383907677193
438,0.0,3998.0,2.0,184.7281437099636
439,0.0,3998.0,2.0,189.91405823619354
440,0.0,3998.0,2.0,195.2455581016861
441,0.0,3998.0,2.0,200.72673035625684
442,0.0,3998.0,2.0,206.36177678638566
443,0.0,3999.0,1.0,212.15501713624525
444,0.0,3999.0,1.0,218.11089241915198
445,0.0,3999.0,1.0,224.2339683219845
446,0.0,3999.0,1.0,230.52893870517062
447,0.0,3999.0,1.0,237.00062920093305
448,0.0,3999.0,1.0,243.6540009125466
449,0.0,4000.0,0.0,250.49415421745024
450,0.0,4000.0,0.0,257.52633267711985
451,0.0,4000.0,0.0,264.7559270567069
452,0.0,4000.0,0.0,272.188479457518
453,0.0,4000.0,0.0,279.82968756551156
454,0.0,4000.0,0.0,287.68540901905914
455,0.0,4000.0,0.0,295.76166589932564
456,0.0,4000.0,0.0,304.06464934670686
457,0.0,4000.0,0.0,312.60072430687035
458,0.0,4000.0,0.0,321.37643441002757
459,0.0,4000.0,0.0,330.3985069871855
460,0.0,4000.0,0.0,339.67385822722093
461,0.0,4000.0,0.0,349.2095984787271
462,0.0,4000.0,0.0,359.01303770070683
463,0.0,4000.0,0.0,369.09169106627746
464,0.0,4000.0,0.0,379.4532847236942
465,0.0,4000.0,0.0,390.10576171909935
466,0.0,4000.0,0.0,401.0572880855496
467,0.0,4000.0,0.0,412.3162591029748
468,0.0,4000.0,0.0,423.8913057338783
469,0.0,4000.0,0.0,435.791301239703
470,0.0,4000.0,0.0,448.025367982949
471,0.0,4000.0,0.0,460.60288442023983
472,0.0,4000.0,0.0,473.5334922917121
473,0.0,4000.0,0.0,486.8271040122284
474,0.0,4000.0,0.0,500.49391027009534
475,0.0,4000.0,0.0,514.5443878390925
476,0.0,4000.0,0.0,528.9893076098145
477,0.0,4000.0,0.0,543.8397428464801
478,0.0,4000.0,0.0,559.1070776755294
479,0.0,4000.0,0.0,574.8030158125351
480,0.0,4000.0,0.0,590.9395895340965
481,0.0,4000.0,0.0,607.5291689016077
482,0.0,4000.0,0.0,624.5844712439618
483,0.0,4000.0,0.0,642.1185709064758
484,0.0,4000.0,0.0,660.1449092734883
485,0.0,4000.0,0.0,678.6773050723302
486,0.0,4000.0,0.0,697.7299649665538
487,0.0,4000.0,0.0,717.3174944465612
488,0.0,4000.0,0.0,737.4549090259546
489,0.0,4000.0,0.0,758.1576457522118
490,0.0,4000.0,0.0,779.4415750404951
491,0.0,4000.0,0.0,801.3230128396887
492,0.0,4000.0,0.0,823.8187331399602
493,0.0,4000.0,0.0,846.9459808314593
494,0.0,4000.0,0.0,870.7224849239922
495,0.0,4000.0,0.0,895.1664721378302
496,0.0,4000.0,0.0,920.296680876041
497,0.0,4000.0,0.0,946.132375589076
498,0.0,4000.0,0.0,972.6933615426178
499,0.0,4000.0,0.0,1000.0
